index,bitstring,energy,prob
587,111110100111100101,153.5,0.0009765625
588,000011101111100101,153.5,0.0009765625
589,010011001011110101,153.5,0.0009765625
590,000101100011101101,153.5,0.0009765625
591,010011011011101101,153.5,0.0009765625
592,100010110011111101,153.5,0.0009765625
593,000010101111111101,153.5,0.0009765625
594,101001011001100011,153.5,0.0009765625
595,100011110101100011,153.5,0.0009765625
596,001101000101110011,153.5,0.0009765625
597,001110011111110011,153.5,0.0009765625
598,111000101110101011,153.5,0.0009765625
599,100011110011111011,153.5,0.0009765625
600,001111001100100111,153.5,0.0009765625
601,001010001111101111,153.5,0.0009765625
602,010000111101111111,153.5,0.0009765625
603,011010010011111111,153.5,0.0009765625
604,111110111001010100,153.75,0.0009765625
605,110110101111010100,153.75,0.0009765625
606,101111001001011100,153.75,0.0009765625
607,011000011101011100,153.75,0.0009765625
608,011010101111000010,153.75,0.0009765625
609,111100010111010010,153.75,0.0009765625
610,111010011000011010,153.75,0.0009765625
611,001001111010000110,153.75,0.0009765625
612,010110111110000110,153.75,0.0009765625
613,101101000100010110,153.75,0.0009765625
614,001101111000001110,153.75,0.0009765625
615,110000101010010001,153.75,0.0009765625
616,001110111100001001,153.75,0.0009765625
617,100100111011001001,153.75,0.0009765625
618,010100001011010101,153.75,0.0009765625
619,111100100100001101,153.75,0.0009765625
620,101110011001011101,153.75,0.0009765625
621,010000000010000011,153.75,0.0009765625
622,010000001110000011,153.75,0.0009765625
623,010000010011000011,153.75,0.0009765625
624,001000101110010011,153.75,0.0009765625
625,010000101100011011,153.75,0.0009765625
626,011010000001011011,153.75,0.0009765625
627,111000000111011011,153.75,0.0009765625
628,001100100011001111,153.75,0.0009765625
629,000010111001100000,163.75,0.0009765625
630,000010010101100000,163.75,0.0009765625
631,011000011000110000,163.75,0.0009765625
632,000000111000110100,163.75,0.0009765625
633,011010011000111100,163.75,0.0009765625
634,101111110001111100,163.75,0.0009765625
635,101100001111111100,163.75,0.0009765625
636,110111100111101010,163.75,0.0009765625
637,010110010111101010,163.75,0.0009765625
638,101001101000100110,163.75,0.0009765625
639,001010100111100110,163.75,0.0009765625
640,100111110011110110,163.75,0.0009765625
641,011010111101101110,163.75,0.0009765625
642,100010011110111110,163.75,0.0009765625
643,111100111011111110,163.75,0.0009765625
644,100101111110110001,163.75,0.0009765625
645,111001101101101001,163.75,0.0009765625
646,111010011110100101,163.75,0.0009765625
647,100110101011100101,163.75,0.0009765625
648,010011101111100101,163.75,0.0009765625
649,111001110000100011,163.75,0.0009765625
650,110110010100101011,163.75,0.0009765625
651,100001110111101011,163.75,0.0009765625
652,001111100110110111,163.75,0.0009765625
653,100110111101110111,163.75,0.0009765625
654,100010111101111111,163.75,0.0009765625
655,100111101010000000,164.0,0.0009765625
656,100010101111010000,164.0,0.0009765625
657,101000111110000100,164.0,0.0009765625
658,000010111111000100,164.0,0.0009765625
659,110001110000010010,164.0,0.0009765625
660,100101100100010010,164.0,0.0009765625
661,010011010100010010,164.0,0.0009765625
662,011010001010010010,164.0,0.0009765625
663,111001001010001010,164.0,0.0009765625
664,011011100010000110,164.0,0.0009765625
665,111110100011010110,164.0,0.0009765625
666,100011011011010110,164.0,0.0009765625
667,001000111111001110,164.0,0.0009765625
668,111010011001000001,164.0,0.0009765625
669,101010010111010001,164.0,0.0009765625
670,100001010111010001,164.0,0.0009765625
671,111100001100001001,164.0,0.0009765625
672,001011011010001001,164.0,0.0009765625
673,001001011011001001,164.0,0.0009765625
674,001110111100011001,164.0,0.0009765625
675,001011100000000101,164.0,0.0009765625
676,001010011111000101,164.0,0.0009765625
677,111000110101010101,164.0,0.0009765625
678,101000100010000011,164.0,0.0009765625
679,101000011101011011,164.0,0.0009765625
680,100110110000000111,164.0,0.0009765625
681,000100011101000111,164.0,0.0009765625
682,101000101001001111,164.0,0.0019531250000000004
683,101010010011001111,164.0,0.0009765625
684,000000110011110000,174.0,0.0009765625
685,010111111111110000,174.0,0.0009765625
686,101000100100100100,174.0,0.0009765625
687,011001011101101100,174.0,0.0009765625
688,100010001010100010,174.0,0.0009765625
689,111010011010101010,174.0,0.0009765625
690,011111101110111010,174.0,0.0009765625
691,001010011101110110,174.0,0.0009765625
692,110111001101101001,174.0,0.0009765625
693,101110010110111001,174.0,0.0009765625
694,101101110110111001,174.0,0.0009765625
